,A.RTL1,A.RTL2,A.RTL3,A.RTL4,A.FLIP1,A.FLIP2,A.FLIP3,A.FLIPGeneral,A.ALT_HOLD1,A.ALT_HOLD2,A.CIRCLE1,A.CIRCLE2,A.CIRCLE3,A.CIRCLE4,A.CIRCLE5,A.CIRCLE6,A.CIRCLE7,A.LAND1,A.LAND2,A.AUTO1,A.BRAKE1,A.DRIFT1,A.LOITER1,A.GUIDED1,A.SPORT1,A.RC.FS1,A.RC.FS2,A.CHUTE1,A.GPS.FS1,A.GPS.FS2
774,"('CAN_D3_PC_SRV_BM', 0.0)","('OSD1_MESSAGE_X', 4.213198917857319e-06)","('OSD4_CELLVOLT_X', 4.521810467728038e-06)","('OSD2_GPSLAT_X', 2.1407800625539153e-05)","('BATT8_FS_CRT_ACT', 0.0)","('BATT_FL_V_MULT', 0.0)","('BATT_CURR_MULT', 0.0)","('BRD_BOOT_DELAY', 0.0)","('BRD_IO_ENABLE', 0.0)","('BRD_RADIO_TXMAX', 0.0)","('BRD_RADIO_TSIGCH', 0.0)","('CHUTE_SERVO_ON', 0.0)","('CAN_D1_PC_ESC_RT', 0.0)","('CAN_D1_UC_SRV_RT', 0.0)","('CAN_D2_UC_NODE', 0.0)","('CAN_D2_UC_POOL', 0.0)","('BATT9_LOW_TIMER', 0.0)","('AVD_F_ACTION', 0.0)","('AVD_F_ACTION', 0.0)","('CAM_DURATION', 0.0)","('BTN_PIN2', 0.0)","('ATC_HOVR_ROL_TRM', 0.0)","('CAN_D1_UC_ESC_OF', 0.0)","('CAM_SERVO_ON', 0.0)","('BATT5_SERIAL_NUM', 0.0)","('SURFTRAK_MODE', 0.0)","('ANGLE_MAX', 0.0)","('TMODE_TRIM_AUTO', 6.995046248459147e-06)","('BATT3_VOLT_MULT', 0.0)","('AHRS_CUSTOM_PIT', 0.0)"
775,"('CAN_D3_PC_SRV_RT', 0.0)","('OSD1_GSPEED_X', 4.213198917857319e-06)","('OSD4_BATTBAR_X', 4.521810467728038e-06)","('OSD2_GPSLONG_X', 2.1407800625539153e-05)","('BATT8_ARM_VOLT', 0.0)","('BATT_FL_FLTR', 0.0)","('BATT_FL_VLT_MIN', 0.0)","('BRD_HEAT_P', 0.0)","('BRD_SAFETYOPTION', 0.0)","('BRD_RADIO_BZOFS', 0.0)","('BRD_RADIO_TPPSCH', 0.0)","('CHUTE_SERVO_OFF', 0.0)","('CAN_D1_PC_SRV_BM', 0.0)","('CAN_D1_UC_OPTION', 0.0)","('CAN_D2_UC_SRV_BM', 0.0)","('CAN_D3_PROTOCOL', 0.0)","('BATT9_FS_VOLTSRC', 0.0)","('AVD_W_ACTION', 0.0)","('AVD_W_ACTION', 0.0)","('CAM_SERVO_ON', 0.0)","('BTN_PIN3', 0.0)","('ATC_RAT_RLL_ILMI', 0.0)","('CAN_D1_UC_POOL', 0.0)","('CAM_SERVO_OFF', 0.0)","('BATT5_LOW_TIMER', 0.0)","('FS_DR_TIMEOUT', 0.0)","('FS_EKF_ACTION', 0.0)","('INS_HNTC2_FREQ', 6.609558978243335e-06)","('BATT3_AMP_OFFSET', 0.0)","('AHRS_CUSTOM_YAW', 0.0)"
776,"('CAN_D3_TST_ID', 0.0)","('OSD1_HORIZON_X', 4.213198917857319e-06)","('OSD4_ARMING_X', 4.521810467728038e-06)","('OSD2_ROLL_X', 2.1407800625539153e-05)","('BATT8_ARM_MAH', 0.0)","('BATT_FL_PIN', 0.0)","('BATT_FL_V_MULT', 0.0)","('BRD_HEAT_I', 0.0)","('BRD_VBUS_MIN', 0.0)","('BRD_RADIO_ABTIME', 0.0)","('BRD_RADIO_TXMAX', 0.0)","('CHUTE_ALT_MIN', 0.0)","('CAN_D1_PC_SRV_RT', 0.0)","('CAN_D1_UC_NTF_RT', 0.0)","('CAN_D2_UC_ESC_BM', 0.0)","('CAN_D3_KDE_NPOLE', 0.0)","('BATT9_LOW_VOLT', 0.0)","('AVD_F_RCVRY', 0.0)","('AVD_F_RCVRY', 0.0)","('CAM_SERVO_OFF', 0.0)","('BTN_PIN4', 0.0)","('ATC_RAT_PIT_ILMI', 0.0)","('CAN_D2_PROTOCOL', 0.0)","('CAM_TRIGG_DIST', 0.0)","('BATT5_FS_VOLTSRC', 0.0)","('PILOT_Y_EXPO', 0.0)","('FS_EKF_THRESH', 0.0)","('INS_HNTCH_FREQ', 6.609558978243335e-06)","('BATT3_VLT_OFFSET', 0.0)","('AIS_TYPE', 0.0)"
777,"('CAN_D3_TST_LPR8', 0.0)","('OSD1_HOME_X', 4.213198917857319e-06)","('OSD4_PLUSCODE_X', 4.521810467728038e-06)","('OSD2_PITCH_X', 2.1407800625539153e-05)","('BATT8_OPTIONS', 0.0)","('BCN_TYPE', 0.0)","('BATT_FL_FLTR', 0.0)","('BRD_HEAT_IMAX', 0.0)","('BRD_VSERVO_MIN', 0.0)","('BRD_RADIO_ABLVL', 0.0)","('BRD_RADIO_BZOFS', 0.0)","('CHUTE_DELAY_MS', 0.0)","('CAN_D1_TST_ID', 0.0)","('CAN_D1_UC_ESC_OF', 0.0)","('CAN_D2_UC_SRV_RT', 0.0)","('CAN_D3_PC_ESC_BM', 0.0)","('BATT9_LOW_MAH', 0.0)","('AVD_OBS_MAX', 0.0)","('AVD_OBS_MAX', 0.0)","('CAM_TRIGG_DIST', 0.0)","('BTN_OPTIONS1', 0.0)","('ATC_RAT_YAW_ILMI', 0.0)","('CAN_D2_KDE_NPOLE', 0.0)","('CAM_RELAY_ON', 0.0)","('BATT5_ARM_VOLT', 0.0)","('ADSB_TYPE', 0.0)","('FS_CRASH_CHECK', 0.0)","('EK2_EAS_M_NSE', 5.915320205107655e-06)","('BATT3_I2C_ADDR', 0.0)","('AIS_LIST_MAX', 0.0)"
778,"('CAN_D3_UC_NODE', 0.0)","('OSD1_HEADING_X', 4.213198917857319e-06)","('OSD4_CALLSIGN_X', 4.521810467728038e-06)","('OSD2_TEMP_X', 2.1407800625539153e-05)","('BATT8_VOLT_PIN', 0.0)","('BCN_LATITUDE', 0.0)","('BATT_FL_PIN', 0.0)","('BRD_ALT_CONFIG', 0.0)","('BRD_SD_SLOWDOWN', 0.0)","('BRD_RTC_TYPES', 0.0)","('BRD_RADIO_ABLVL', 0.0)","('CHUTE_CRT_SINK', 0.0)","('CAN_D1_TST_LPR8', 0.0)","('CAN_D1_UC_POOL', 0.0)","('CAN_D2_UC_OPTION', 0.0)","('CAN_D3_PC_ESC_RT', 0.0)","('BATT9_CRT_VOLT', 0.0)","('AVD_W_TIME', 0.0)","('AVD_W_TIME', 0.0)","('CAM_RELAY_ON', 0.0)","('BTN_OPTIONS2', 0.0)","('ATC_PIRO_COMP', 0.0)","('CAN_D2_PC_ESC_BM', 0.0)","('CAM_MIN_INTERVAL', 0.0)","('BATT5_OPTIONS', 0.0)","('ADSB_LIST_MAX', 0.0)","('RC_SPEED', 0.0)","('EK3_EAS_M_NSE', 5.915320205107655e-06)","('BATT3_SUM_MASK', 0.0)","('AIS_TIME_OUT', 0.0)"
779,"('CAN_D3_UC_SRV_BM', 0.0)","('OSD1_THROTTLE_X', 4.213198917857319e-06)","('OSD4_CURRENT2_X', 4.521810467728038e-06)","('OSD2_HDOP_X', 2.1407800625539153e-05)","('BATT8_VOLT_MULT', 0.0)","('BCN_LONGITUDE', 0.0)","('BCN_TYPE', 0.0)","('BRD_HEAT_LOWMGN', 0.0)","('BRD_PWM_VOLT_SEL', 0.0)","('BRD_RTC_TZ_MIN', 0.0)","('BRD_RTC_TYPES', 0.0)","('CHUTE_OPTIONS', 0.0)","('CAN_D1_UC_NODE', 0.0)","('CAN_D2_PROTOCOL', 0.0)","('CAN_D2_UC_NTF_RT', 0.0)","('CAN_D3_PC_SRV_BM', 0.0)","('BATT9_CRT_MAH', 0.0)","('AVD_F_TIME', 0.0)","('AVD_F_TIME', 0.0)","('CAM_MIN_INTERVAL', 0.0)","('BTN_OPTIONS3', 0.0)","('AUTOTUNE_AXES', 0.0)","('CAN_D2_PC_ESC_RT', 0.0)","('CAM_MAX_ROLL', 0.0)","('BATT5_VOLT_PIN', 0.0)","('ADSB_LEN_WIDTH', 0.0)","('WP_NAVALT_MIN', 0.0)","('H_COL_ZERO_THRST', 5.8085347324210446e-06)","('BATT3_CURR_MULT', 0.0)","('AIS_LOGGING', 0.0)"
780,"('CAN_D3_UC_ESC_BM', 0.0)","('OSD1_COMPASS_X', 4.213198917857319e-06)","('OSD4_VTX_PWR_X', 4.521810467728038e-06)","('OSD2_WAYPOINT_X', 2.1407800625539153e-05)","('BATT8_VLT_OFFSET', 0.0)","('BCN_ALT', 0.0)","('BCN_LATITUDE', 0.0)","('BRD_RADIO_TYPE', 0.0)","('BRD_OPTIONS', 0.0)","('BTN_ENABLE', 0.0)","('BRD_RTC_TZ_MIN', 0.0)","('CIRCLE_RATE', 0.0)","('CAN_D1_UC_SRV_BM', 0.0)","('CAN_D2_KDE_NPOLE', 0.0)","('CAN_D2_UC_ESC_OF', 0.0)","('CAN_D3_PC_SRV_RT', 0.0)","('BATT9_FS_LOW_ACT', 0.0)","('AVD_W_DIST_XY', 0.0)","('AVD_W_DIST_XY', 0.0)","('CAM_FEEDBACK_PIN', 0.0)","('BTN_OPTIONS4', 0.0)","('AUTOTUNE_AGGR', 0.0)","('CAN_D2_PC_SRV_BM', 0.0)","('CAM_FEEDBACK_PIN', 0.0)","('BATT5_CURR_PIN', 0.0)","('ADSB_OFFSET_LAT', 0.0)","('GND_EFFECT_COMP', 0.0)","('H_GYR_GAIN_ACRO', 5.782040200297267e-06)","('BATT3_FL_VLT_MIN', 0.0)","('ARMING_ACCTHRESH', 0.0)"
781,"('CAN_D3_UC_SRV_RT', 0.0)","('OSD1_WIND_X', 4.213198917857319e-06)","('OSD4_TER_HGT_X', 4.521810467728038e-06)","('OSD2_XTRACK_X', 2.1407800625539153e-05)","('BATT8_I2C_BUS', 0.0)","('BCN_ORIENT_YAW', 0.0)","('BCN_LONGITUDE', 0.0)","('BRD_RADIO_PROT', 0.0)","('BRD_BOOT_DELAY', 0.0)","('BTN_PIN1', 0.0)","('BTN_ENABLE', 0.0)","('COMPASS_OFS_X', 0.0)","('CAN_D1_UC_ESC_BM', 0.0)","('CAN_D2_PC_ESC_BM', 0.0)","('CAN_D2_UC_POOL', 0.0)","('CAN_D3_TST_ID', 0.0)","('BATT9_FS_CRT_ACT', 0.0)","('AVD_F_DIST_XY', 0.0)","('AVD_F_DIST_XY', 0.0)","('CAM_FEEDBACK_POL', 0.0)","('BTN_FUNC1', 0.0)","('AUTOTUNE_MIN_D', 0.0)","('CAN_D2_PC_SRV_RT', 0.0)","('CAM_FEEDBACK_POL', 0.0)","('BATT5_VOLT_MULT', 0.0)","('ADSB_OFFSET_LON', 0.0)","('SYSID_ENFORCE', 0.0)","('CAM_SERVO_OFF', 5.760658373099581e-06)","('BATT3_FL_V_MULT', 0.0)","('ARMING_RUDDER', 0.0)"
782,"('CAN_D3_UC_OPTION', 0.0)","('OSD1_ASPEED_X', 4.213198917857319e-06)","('OSD4_AVGCELLV_X', 4.521810467728038e-06)","('OSD2_DIST_X', 2.1407800625539153e-05)","('BATT8_I2C_ADDR', 0.0)","('BRD_SER1_RTSCTS', 0.0)","('BCN_ALT', 0.0)","('BRD_RADIO_DEBUG', 0.0)","('BRD_HEAT_P', 0.0)","('BTN_PIN2', 0.0)","('BTN_PIN1', 0.0)","('COMPASS_OFS_Y', 0.0)","('CAN_D1_UC_SRV_RT', 0.0)","('CAN_D2_PC_ESC_RT', 0.0)","('CAN_D3_PROTOCOL', 0.0)","('CAN_D3_TST_LPR8', 0.0)","('BATT9_ARM_VOLT', 0.0)","('AVD_W_DIST_Z', 0.0)","('AVD_W_DIST_Z', 0.0)","('CAM_AUTO_ONLY', 0.0)","('BTN_FUNC2', 0.0)","('AUTOTUNE_SEQ', 0.0)","('CAN_D2_TST_ID', 0.0)","('CAM_AUTO_ONLY', 0.0)","('BATT5_AMP_PERVLT', 0.0)","('ADSB_RF_SELECT', 0.0)","('FRAME_CLASS', 0.0)","('SERVO_DSHOT_RATE', 5.480732476526029e-06)","('BATT3_FL_FLTR', 0.0)","('ARMING_MIS_ITEMS', 0.0)"
783,"('CAN_D3_UC_NTF_RT', 0.0)","('OSD1_VSPEED_X', 4.213198917857319e-06)","('OSD4_RESTVOLT_X', 4.521810467728038e-06)","('OSD2_STATS_X', 2.1407800625539153e-05)","('BATT8_FL_VLT_MIN', 0.0)","('BRD_SER2_RTSCTS', 0.0)","('BCN_ORIENT_YAW', 0.0)","('BRD_RADIO_DISCRC', 0.0)","('BRD_HEAT_I', 0.0)","('BTN_PIN3', 0.0)","('BTN_PIN2', 0.0)","('COMPASS_OFS_Z', 0.0)","('CAN_D1_UC_OPTION', 0.0)","('CAN_D2_PC_SRV_BM', 0.0)","('CAN_D3_KDE_NPOLE', 0.0)","('CAN_D3_UC_NODE', 0.0)","('BATT9_ARM_MAH', 0.0)","('AVD_F_DIST_Z', 0.0)","('AVD_F_DIST_Z', 0.0)","('CAM_TYPE', 0.0)","('BTN_FUNC3', 0.0)","('AUTOTUNE_FRQ_MIN', 0.0)","('CAN_D2_TST_LPR8', 0.0)","('CAM_TYPE', 0.0)","('BATT5_AMP_OFFSET', 0.0)","('ADSB_RF_CAPABLE', 0.0)","('PILOT_SPEED_DN', 0.0)","('EK3_PRIMARY', 5.471965513370591e-06)","('BATT3_FL_PIN', 0.0)","('AROT_ENABLE', 0.0)"
784,"('CAN_D3_UC_ESC_OF', 0.0)","('OSD1_ESCTEMP_X', 4.213198917857319e-06)","('OSD4_FENCE_X', 4.521810467728038e-06)","('OSD2_FLTIME_X', 2.1407800625539153e-05)","('BATT8_FL_V_MULT', 0.0)","('BRD_SER3_RTSCTS', 0.0)","('BRD_SAFETYENABLE', 0.0)","('BRD_RADIO_SIGCH', 0.0)","('BRD_HEAT_IMAX', 0.0)","('BTN_PIN4', 0.0)","('BTN_PIN3', 0.0)","('COMPASS_DEC', 0.0)","('CAN_D1_UC_NTF_RT', 0.0)","('CAN_D2_PC_SRV_RT', 0.0)","('CAN_D3_PC_ESC_BM', 0.0)","('CAN_D3_UC_SRV_BM', 0.0)","('BATT9_VOLT_PIN', 0.0)","('AVOID_ENABLE', 0.0)","('AVOID_ENABLE', 0.0)","('CAM_RC_TYPE', 0.0)","('BTN_FUNC4', 0.0)","('AUTOTUNE_FRQ_MAX', 0.0)","('CAN_D2_UC_NODE', 0.0)","('CAM_RC_TYPE', 0.0)","('BATT5_VLT_OFFSET', 0.0)","('ADSB_LOG', 0.0)","('LAND_ALT_LOW', 0.0)","('SERVO_BLH_TMOUT', 5.399937569317004e-06)","('BATT4_MONITOR', 0.0)","('AROT_HS_P', 0.0)"
785,"('CAN_D3_UC_POOL', 0.0)","('OSD1_ESCRPM_X', 4.213198917857319e-06)","('OSD4_RNGF_X', 4.521810467728038e-06)","('OSD2_CLIMBEFF_X', 2.1407800625539153e-05)","('BATT8_FL_FLTR', 0.0)","('BRD_SER4_RTSCTS', 0.0)","('BRD_SBUS_OUT', 0.0)","('BRD_RADIO_PPSCH', 0.0)","('BRD_ALT_CONFIG', 0.0)","('BTN_REPORT_SEND', 0.0)","('BTN_PIN4', 0.0)","('COMPASS_USE', 0.0)","('CAN_D1_UC_ESC_OF', 0.0)","('CAN_D2_TST_ID', 0.0)","('CAN_D3_PC_ESC_RT', 0.0)","('CAN_D3_UC_ESC_BM', 0.0)","('BATT9_CURR_PIN', 0.0)","('AVOID_ANGLE_MAX', 0.0)","('AVOID_ANGLE_MAX', 0.0)","('CAM_RC_FEATURES', 0.0)","('CAM_TRIGG_TYPE', 0.0)","('AUTOTUNE_GN_MAX', 0.0)","('CAN_D2_UC_SRV_BM', 0.0)","('CAM_RC_FEATURES', 0.0)","('BATT5_I2C_BUS', 0.0)","('ADSB_OPTIONS', 0.0)","('FS_VIBE_ENABLE', 0.0)","('ARSPD_RATIO', 5.382744129645012e-06)","('BATT4_CAPACITY', 0.0)","('AROT_HS_SET_PT', 0.0)"
786,"('CAN_P1_DRIVER', 0.0)","('OSD1_ESCAMPS_X', 4.213198917857319e-06)","('OSD4_LINK_Q_X', 4.521810467728038e-06)","('OSD2_EFF_X', 2.1407800625539153e-05)","('BATT8_FL_PIN', 0.0)","('BRD_SER5_RTSCTS', 0.0)","('BRD_SAFETY_MASK', 0.0)","('BRD_RADIO_TELEM', 0.0)","('BRD_HEAT_LOWMGN', 0.0)","('BTN_OPTIONS1', 0.0)","('BTN_REPORT_SEND', 0.0)","('COMPASS_AUTODEC', 0.0)","('CAN_D1_UC_POOL', 0.0)","('CAN_D2_TST_LPR8', 0.0)","('CAN_D3_PC_SRV_BM', 0.0)","('CAN_D3_UC_SRV_RT', 0.0)","('BATT9_VOLT_MULT', 0.0)","('AVOID_DIST_MAX', 0.0)","('AVOID_DIST_MAX', 0.0)","('CAM_RC_BT_DELAY', 0.0)","('CAM_DURATION', 0.0)","('AUTOTUNE_VELXY_P', 0.0)","('CAN_D2_UC_ESC_BM', 0.0)","('CAM_RC_BT_DELAY', 0.0)","('BATT5_I2C_ADDR', 0.0)","('AFS_ENABLE', 0.0)","('FS_OPTIONS', 0.0)","('CAN_D1_UC_ESC_OF', 5.362111773155043e-06)","('BATT4_LOW_TIMER', 0.0)","('AROT_TARG_SP', 0.0)"
787,"('CAN_P1_BITRATE', 0.0)","('OSD1_GPSLAT_X', 4.213198917857319e-06)","('OSD5_PARAM1_X', 4.521810467728038e-06)","('OSD2_BTEMP_X', 2.1407800625539153e-05)","('BATT9_CAPACITY', 0.0)","('BRD_SAFETYENABLE', 0.0)","('BRD_HEAT_TARG', 0.0)","('BRD_RADIO_TXPOW', 0.0)","('BRD_RADIO_TYPE', 0.0)","('BTN_OPTIONS2', 0.0)","('BTN_OPTIONS1', 0.0)","('COMPASS_MOTCT', 0.0)","('CAN_D2_PROTOCOL', 0.0)","('CAN_D2_UC_NODE', 0.0)","('CAN_D3_PC_SRV_RT', 0.0)","('CAN_D3_UC_OPTION', 0.0)","('BATT9_AMP_PERVLT', 0.0)","('AVOID_BEHAVE', 0.0)","('AVOID_BEHAVE', 0.0)","('CAM_RC_BTN_DELAY', 0.0)","('CAM_SERVO_ON', 0.0)","('AVD_ENABLE', 0.0)","('CAN_D2_UC_SRV_RT', 0.0)","('CAM_RC_BTN_DELAY', 0.0)","('BATT5_SUM_MASK', 0.0)","('AFS_HB_PIN', 0.0)","('FS_GCS_TIMEOUT', 0.0)","('CAN_D2_UC_ESC_OF', 5.362111773155043e-06)","('BATT4_FS_VOLTSRC', 0.0)","('AROT_AS_ACC_MAX', 0.0)"
788,"('CAN_P1_FDBITRATE', 0.0)","('OSD1_GPSLONG_X', 4.213198917857319e-06)","('OSD5_PARAM2_X', 4.521810467728038e-06)","('OSD2_ATEMP_X', 2.1407800625539153e-05)","('BATT9_SERIAL_NUM', 0.0)","('BRD_SBUS_OUT', 0.0)","('BRD_TYPE', 0.0)","('BRD_RADIO_FCCTST', 0.0)","('BRD_RADIO_PROT', 0.0)","('BTN_OPTIONS3', 0.0)","('BTN_OPTIONS2', 0.0)","('COMPASS_MOT_X', 0.0)","('CAN_D2_KDE_NPOLE', 0.0)","('CAN_D2_UC_SRV_BM', 0.0)","('CAN_D3_TST_ID', 0.0)","('CAN_D3_UC_NTF_RT', 0.0)","('BATT9_AMP_OFFSET', 0.0)","('AVOID_BACKUP_SPD', 0.0)","('AVOID_BACKUP_SPD', 0.0)","('CAM_RC_MDE_DELAY', 0.0)","('CAM_SERVO_OFF', 0.0)","('AVD_F_ACTION', 0.0)","('CAN_D2_UC_OPTION', 0.0)","('CAM_RC_MDE_DELAY', 0.0)","('BATT5_CURR_MULT', 0.0)","('AFS_WP_COMMS', 0.0)","('RNGFND_FILT', 0.0)","('CAN_D3_UC_ESC_OF', 5.362111773155043e-06)","('BATT4_ARM_VOLT', 0.0)","('AROT_FW_V_P', 0.0)"
789,"('CAN_P2_DRIVER', 0.0)","('OSD1_ROLL_X', 4.213198917857319e-06)","('OSD5_PARAM3_X', 4.521810467728038e-06)","('OSD2_BAT2_VLT_X', 2.1407800625539153e-05)","('BATT9_LOW_TIMER', 0.0)","('BRD_SERIAL_NUM', 0.0)","('BRD_IO_ENABLE', 0.0)","('BRD_RADIO_STKMD', 0.0)","('BRD_RADIO_DEBUG', 0.0)","('BTN_OPTIONS4', 0.0)","('BTN_OPTIONS3', 0.0)","('COMPASS_MOT_Y', 0.0)","('CAN_D2_PC_ESC_BM', 0.0)","('CAN_D2_UC_ESC_BM', 0.0)","('CAN_D3_TST_LPR8', 0.0)","('CAN_D3_UC_ESC_OF', 0.0)","('BATT9_VLT_OFFSET', 0.0)","('AVOID_ALT_MIN', 0.0)","('AVOID_ALT_MIN', 0.0)","('CAM_RC_CONTROL', 0.0)","('CAM_RELAY_ON', 0.0)","('AVD_W_ACTION', 0.0)","('CAN_D2_UC_NTF_RT', 0.0)","('CAM_RC_CONTROL', 0.0)","('BATT5_FL_VLT_MIN', 0.0)","('AFS_WP_GPS_LOSS', 0.0)","('SURFTRAK_MODE', 0.0)","('GRIP_GRAB', 5.331173291933666e-06)","('BATT4_OPTIONS', 0.0)","('AROT_FW_V_FF', 0.0)"
790,"('CAN_P2_BITRATE', 0.0)","('OSD1_PITCH_X', 4.213198917857319e-06)","('OSD5_PARAM4_X', 4.521810467728038e-06)","('OSD2_BAT2USED_X', 2.1407800625539153e-05)","('BATT9_FS_VOLTSRC', 0.0)","('BRD_SAFETY_MASK', 0.0)","('BRD_SAFETYOPTION', 0.0)","('BRD_RADIO_TESTCH', 0.0)","('BRD_RADIO_DISCRC', 0.0)","('BTN_FUNC1', 0.0)","('BTN_OPTIONS4', 0.0)","('COMPASS_MOT_Z', 0.0)","('CAN_D2_PC_ESC_RT', 0.0)","('CAN_D2_UC_SRV_RT', 0.0)","('CAN_D3_UC_NODE', 0.0)","('CAN_D3_UC_POOL', 0.0)","('BATT9_I2C_BUS', 0.0)","('AVOID_ACCEL_MAX', 0.0)","('AVOID_ACCEL_MAX', 0.0)","('CAN_LOGLEVEL', 0.0)","('CAM_MIN_INTERVAL', 0.0)","('AVD_F_RCVRY', 0.0)","('CAN_D2_UC_ESC_OF', 0.0)","('CAN_LOGLEVEL', 0.0)","('BATT5_FL_V_MULT', 0.0)","('AFS_TERMINATE', 0.0)","('FS_DR_ENABLE', 0.0)","('PLND_RET_BEHAVE', 5.323355409259101e-06)","('BATT4_VOLT_PIN', 0.0)","('ARSPD_OFFSET', 0.0)"
791,"('CAN_P2_FDBITRATE', 0.0)","('OSD1_TEMP_X', 4.213198917857319e-06)","('OSD5_PARAM5_X', 4.521810467728038e-06)","('OSD2_ASPD2_X', 2.1407800625539153e-05)","('BATT9_LOW_VOLT', 0.0)","('BRD_HEAT_TARG', 0.0)","('BRD_VBUS_MIN', 0.0)","('BRD_RADIO_TSIGCH', 0.0)","('BRD_RADIO_SIGCH', 0.0)","('BTN_FUNC2', 0.0)","('BTN_FUNC1', 0.0)","('COMPASS_EXTERNAL', 0.0)","('CAN_D2_PC_SRV_BM', 0.0)","('CAN_D2_UC_OPTION', 0.0)","('CAN_D3_UC_SRV_BM', 0.0)","('CAN_P1_DRIVER', 0.0)","('BATT9_I2C_ADDR', 0.0)","('BARO_PRIMARY', 0.0)","('BARO_PRIMARY', 0.0)","('CAN_D1_PROTOCOL', 0.0)","('CAM_MAX_ROLL', 0.0)","('AVD_OBS_MAX', 0.0)","('CAN_D2_UC_POOL', 0.0)","('CAN_D1_PROTOCOL', 0.0)","('BATT5_FL_FLTR', 0.0)","('AFS_TERM_PIN', 0.0)","('FS_DR_TIMEOUT', 0.0)","('PRX_LOG_RAW', 5.278756833870801e-06)","('BATT4_CURR_PIN', 0.0)","('ARSPD_RATIO', 0.0)"
792,"('CAN_P3_DRIVER', 0.0)","('OSD1_HDOP_X', 4.213198917857319e-06)","('OSD5_PARAM6_X', 4.521810467728038e-06)","('OSD2_ASPD1_X', 2.1407800625539153e-05)","('BATT9_LOW_MAH', 0.0)","('BRD_TYPE', 0.0)","('BRD_VSERVO_MIN', 0.0)","('BRD_RADIO_TPPSCH', 0.0)","('BRD_RADIO_PPSCH', 0.0)","('BTN_FUNC3', 0.0)","('BTN_FUNC2', 0.0)","('COMPASS_OFS2_X', 0.0)","('CAN_D2_PC_SRV_RT', 0.0)","('CAN_D2_UC_NTF_RT', 0.0)","('CAN_D3_UC_ESC_BM', 0.0)","('CAN_P1_BITRATE', 0.0)","('BATT9_SUM_MASK', 0.0)","('BARO_PROBE_EXT', 0.0)","('BARO_PROBE_EXT', 0.0)","('CAN_D1_KDE_NPOLE', 0.0)","('CAM_FEEDBACK_PIN', 0.0)","('AVD_W_TIME', 0.0)","('CAN_D3_PROTOCOL', 0.0)","('CAN_D1_KDE_NPOLE', 0.0)","('BATT5_FL_PIN', 0.0)","('AFS_AMSL_LIMIT', 0.0)","('ACRO_RP_EXPO', 0.0)","('ESC_CALIBRATION', 5.250421178160103e-06)","('BATT4_VOLT_MULT', 0.0)","('ARSPD2_OFFSET', 0.0)"
793,"('CAN_P3_BITRATE', 0.0)","('OSD1_WAYPOINT_X', 4.213198917857319e-06)","('OSD5_PARAM7_X', 4.521810467728038e-06)","('OSD2_CLK_X', 2.1407800625539153e-05)","('BATT9_CRT_VOLT', 0.0)","('BRD_IO_ENABLE', 0.0)","('BRD_SD_SLOWDOWN', 0.0)","('BRD_RADIO_TXMAX', 0.0)","('BRD_RADIO_TELEM', 0.0)","('BTN_FUNC4', 0.0)","('BTN_FUNC3', 0.0)","('COMPASS_OFS2_Y', 0.0)","('CAN_D2_TST_ID', 0.0)","('CAN_D2_UC_ESC_OF', 0.0)","('CAN_D3_UC_SRV_RT', 0.0)","('CAN_P1_FDBITRATE', 0.0)","('BATT9_CURR_MULT', 0.0)","('BARO1_WCF_ENABLE', 0.0)","('BARO1_WCF_ENABLE', 0.0)","('CAN_D1_PC_ESC_BM', 0.0)","('CAM_FEEDBACK_POL', 0.0)","('AVD_F_TIME', 0.0)","('CAN_D3_KDE_NPOLE', 0.0)","('CAN_D1_PC_ESC_BM', 0.0)","('BATT6_MONITOR', 0.0)","('AFS_AMSL_ERR_GPS', 0.0)","('ACRO_Y_EXPO', 0.0)","('EK2_MAG_EF_LIM', 5.205950307729523e-06)","('BATT4_AMP_OFFSET', 0.0)","('ARSPD2_RATIO', 0.0)"
794,"('CAN_P3_FDBITRATE', 0.0)","('OSD1_XTRACK_X', 4.213198917857319e-06)","('OSD5_PARAM8_X', 4.521810467728038e-06)","('OSD2_SIDEBARS_X', 2.1407800625539153e-05)","('BATT9_CRT_MAH', 0.0)","('BRD_SAFETYOPTION', 0.0)","('BRD_PWM_VOLT_SEL', 0.0)","('BRD_RADIO_BZOFS', 0.0)","('BRD_RADIO_TXPOW', 0.0)","('CAM_TRIGG_TYPE', 0.0)","('BTN_FUNC4', 0.0)","('COMPASS_OFS2_Z', 0.0)","('CAN_D2_TST_LPR8', 0.0)","('CAN_D2_UC_POOL', 0.0)","('CAN_D3_UC_OPTION', 0.0)","('CAN_P2_DRIVER', 0.0)","('BATT9_FL_VLT_MIN', 0.0)","('BARO1_WCF_FWD', 0.0)","('BARO1_WCF_FWD', 0.0)","('CAN_D1_PC_ESC_RT', 0.0)","('CAM_TYPE', 0.0)","('AVD_W_DIST_XY', 0.0)","('CAN_D3_PC_ESC_BM', 0.0)","('CAN_D1_PC_ESC_RT', 0.0)","('BATT6_CAPACITY', 0.0)","('AFS_QNH_PRESSURE', 0.0)","('PILOT_Y_RATE', 0.0)","('EK3_MAG_EF_LIM', 5.205950307729523e-06)","('BATT4_VLT_OFFSET', 0.0)","('ARSPD2_PIN', 0.0)"
